formatted_date;temperature_2m; temperature_2m_min; temperature_2m_max;total_precipitation_sum;surface_pressure
10/05/2021;295,1203602;292,0763748;299,5205223;0,008039745;90362,78021
11/05/2021;295,3106564;291,721596;300,1983569;0,006482572;90385,35478
12/05/2021;295,2499489;292,1991453;299,4004259;0,015757923;90401,16994
13/05/2021;295,5909499;291,9017578;300,6613853;0,004337459;90418,58542
14/05/2021;295,5369555;292,5487647;299,6678497;0,003323555;90398,70527
15/05/2021;295,4906685;292,4741657;299,4726426;0,004683718;90432,5887
16/05/2021;294,9802295;292,7104502;298,4274518;0,015627171;90474,68685
17/05/2021;294,2640812;292,3018332;297,735035;0,023993743;90553,89292
18/05/2021;294,1416427;292,1049448;297,6562707;0,018782069;90607,7362
19/05/2021;294,9052798;291,3861773;299,9929414;0,004516441;90497,95225
20/05/2021;295,3232358;292,0564941;299,8150516;0,004095221;90405,10042
21/05/2021;295,2432565;292,1654099;299,4049375;0,012019599;90385,90144
22/05/2021;295,0342615;292,2865326;299,1447776;0,01029445;90426,83647
23/05/2021;294,7974101;292,0977787;298,6481693;0,010817834;90444,81082
24/05/2021;295,0897257;292,0308489;299,3756793;0,00773029;90449,23413
25/05/2021;295,248631;292,1392279;299,5437319;0,013770988;90496,65518
26/05/2021;295,2873425;292,541823;299,5550723;0,015119431;90537,05202
27/05/2021;295,0054799;292,1749308;299,2875949;0,016245509;90596,38695
28/05/2021;294,5013345;292,4411152;297,7550318;0,020990211;90582,13631
29/05/2021;293,8024525;292,1959219;296,4194651;0,017161555;90533,27065
30/05/2021;294,2027157;291,4393759;298,2354656;0,005548225;90585,11911
31/05/2021;294,5327483;291,9312132;298,1567347;0,016416431;90588,57851
1/06/2021;294,4704398;291,9434479;298,7061349;0,015245756;90499,30161
2/06/2021;294,569047;291,8156708;298,3855482;0,008854267;90456,12795
3/06/2021;295,0105648;292,1393939;299,7424456;0,009063905;90429,05128
4/06/2021;294,8770031;292,0828817;299,103159;0,011337543;90460,65021
5/06/2021;294,9619044;292,3058004;298,6469248;0,007915391;90429,86328
6/06/2021;294,407739;292,1897784;297,4971634;0,021147688;90429,62687
7/06/2021;293,9416178;292,109463;296,7760449;0,022282056;90448,28512
8/06/2021;293,4660269;291,5317355;296,6998839;0,025379053;90634,84301
9/06/2021;293,345692;291,315335;296,5567577;0,011840945;90721,12832
10/06/2021;294,0369885;290,9573024;298,5972166;0,005324904;90704,63475
11/06/2021;294,5148905;291,7456998;298,8180646;0,010588214;90562,93951
12/06/2021;294,2030985;291,4030914;298,1985607;0,01148669;90503,61033
13/06/2021;293,813573;291,379179;297,1472108;0,016320795;90551,90399
14/06/2021;293,5631699;291,646596;296,7187131;0,014324841;90685,8372
15/06/2021;293,6966299;291,08909;297,6239437;0,006843437;90754,98299
16/06/2021;294,4475987;291,0102696;299,0288711;0,004086;90603,62613
17/06/2021;294,7215996;291,5426676;298,9605706;0,011257216;90466,50718
